SA17034R15E01,13.67,13.66
SD17037R13H01,14.486666666666666,14.45
SD17037R13H01,14.486666666666666,14.56
SD17037R13H01,14.486666666666666,14.45
SD17037R13F01,13.946666666666667,14.03
SD17037R13F01,13.946666666666667,13.83
SD17037R13F01,13.946666666666667,13.98
SD17037R13D01,14.190000000000001,14.15
SD17037R13D01,14.190000000000001,14.21
SD17037R13D01,14.190000000000001,14.21
